1010,25.087233045,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=154999 Ack=1 Win=501 Len=1422 TSval=1403248292 TSecr=4004753119 [TCP segment of a reassembled PDU]"
1016,25.394349444,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=156421 Ack=1 Win=501 Len=1422 TSval=1403248553 TSecr=4004753324 [TCP segment of a reassembled PDU]"
1019,25.599187883,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=157843 Ack=1 Win=501 Len=1422 TSval=1403248796 TSecr=4004753631 [TCP segment of a reassembled PDU]"
1023,26.009033369,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=159265 Ack=1 Win=501 Len=1422 TSval=1403249140 TSecr=4004753836 [TCP segment of a reassembled PDU]"
1030,26.213574547,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=160687 Ack=1 Win=501 Len=1422 TSval=1403249350 TSecr=4004754246 [TCP segment of a reassembled PDU]"
1032,26.422648513,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=162109 Ack=1 Win=501 Len=1422 TSval=1403249618 TSecr=4004754451 [TCP segment of a reassembled PDU]"
1038,26.725518455,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=163531 Ack=1 Win=501 Len=1422 TSval=1403249863 TSecr=4004754660 [TCP segment of a reassembled PDU]"
1042,26.929827339,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=164953 Ack=1 Win=501 Len=1422 TSval=1403250090 TSecr=4004754963 [TCP segment of a reassembled PDU]"
1044,27.134668324,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=166375 Ack=1 Win=501 Len=1422 TSval=1403250319 TSecr=4004755167 [TCP segment of a reassembled PDU]"
1046,27.176315659,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=167797 Ack=1 Win=501 Len=1368 TSval=1403250362 TSecr=4004755167 [TCP segment of a reassembled PDU]
1048,27.177798054,88.99.245.8,172.21.0.134,TCP,120,"443  >  52454 [PSH, ACK] Seq=169165 Ack=1 Win=501 Len=54 TSval=1403250362 TSecr=4004755167 [TCP segment of a reassembled PDU]"
1051,27.339293639,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=169219 Ack=1 Win=501 Len=1422 TSval=1403250543 TSecr=4004755415 [TCP segment of a reassembled PDU]"
1056,27.646899347,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=170641 Ack=1 Win=501 Len=1422 TSval=1403250781 TSecr=4004755576 [TCP segment of a reassembled PDU]"
1063,27.851488167,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=172063 Ack=1 Win=501 Len=1422 TSval=1403251010 TSecr=4004755884 [TCP segment of a reassembled PDU]"
1071,28.057011264,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=173485 Ack=1 Win=501 Len=1368 TSval=1403251283 TSecr=4004756089 [TCP segment of a reassembled PDU]
1073,28.057155243,88.99.245.8,172.21.0.134,TCP,120,"443  >  52454 [PSH, ACK] Seq=174853 Ack=1 Win=501 Len=54 TSval=1403251283 TSecr=4004756089 [TCP segment of a reassembled PDU]"
1076,28.365055597,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=174907 Ack=1 Win=501 Len=1422 TSval=1403251517 TSecr=4004756294 [TCP segment of a reassembled PDU]"
1080,28.569304984,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=176329 Ack=1 Win=501 Len=1422 TSval=1403251753 TSecr=4004756602 [TCP segment of a reassembled PDU]"
1083,28.774880406,88.99.245.8,172.21.0.134,TCP,1488,"443  >  52454 [PSH, ACK] Seq=177751 Ack=1 Win=501 Len=1422 TSval=1403251993 TSecr=4004756806 [TCP segment of a reassembled PDU]"
1086,29.082863922,88.99.245.8,172.21.0.134,TLSv1.2,1488,"Application Data, Ignored Unknown Record"
1090,29.284744255,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1093,29.490785234,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1096,29.695671851,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1101,30.003518122,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1104,30.207190029,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1107,30.412399024,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1110,30.719263771,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1114,30.881136730,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=190549 Ack=1 Win=501 Len=1368 TSval=1403254097 TSecr=4004758956 [TCP segment of a reassembled PDU]
1116,30.881269933,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1120,31.230289334,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1124,31.436203238,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1126,31.645336726,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1128,31.947392510,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1131,32.152119903,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1133,32.357000059,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1135,32.562561589,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1138,32.870047142,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1141,33.075316608,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1143,33.279041954,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1148,33.587152199,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1150,33.616292034,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=207613 Ack=1 Win=501 Len=1368 TSval=1403256783 TSecr=4004761516 [TCP segment of a reassembled PDU]
1152,33.616462175,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1154,33.790448126,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1157,33.995215271,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1160,34.302396025,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1163,34.507731378,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1166,34.713699486,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1171,35.019962191,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1173,35.225251236,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1175,35.531664093,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1178,35.736895387,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1180,35.941825182,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1182,36.248041821,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1184,36.453444252,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1186,36.658058175,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1188,36.965023004,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1192,37.170526798,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1194,37.375123290,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1198,37.682741672,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1200,37.990044283,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1203,38.193610795,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1205,38.398451759,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1207,38.603358952,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1209,38.911718872,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1212,39.116092337,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1214,39.323516125,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1216,39.628554107,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1218,39.832126862,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1220,40.142039825,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1221,40.142040558,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1224,40.344733337,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1226,40.548908626,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1229,40.856096588,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1232,41.061744524,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1235,41.265975145,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1240,41.573966351,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1243,41.778476836,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1248,42.092647172,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1252,42.282046193,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1273,42.451082866,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1281,42.699556169,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1284,43.007285427,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1287,43.211051620,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1291,43.519223453,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1294,43.723529984,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1298,44.031122581,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1300,44.235195188,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1302,44.440134342,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1306,44.849750154,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1309,45.055202656,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=275869 Ack=1 Win=501 Len=1368 TSval=1403268193 TSecr=4004773087 [TCP segment of a reassembled PDU]
1311,45.055397979,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1313,45.259334824,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1318,45.435873138,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=278713 Ack=1 Win=501 Len=1368 TSval=1403268678 TSecr=4004773496 [TCP segment of a reassembled PDU]
1320,45.436032902,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1324,45.874324314,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1326,45.918548088,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=281557 Ack=1 Win=501 Len=1368 TSval=1403269160 TSecr=4004773673 [TCP segment of a reassembled PDU]
1328,45.918702913,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1331,46.181555165,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1335,46.488513917,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1337,46.795194480,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1338,46.795195249,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1341,46.889263403,88.99.245.8,172.21.0.134,TCP,1434,443  >  52454 [ACK] Seq=288667 Ack=1 Win=501 Len=1368 TSval=1403270106 TSecr=4004774726 [TCP segment of a reassembled PDU]
1343,46.890548195,88.99.245.8,172.21.0.134,TLSv1.2,120,Application Data
1346,47.205136278,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1349,47.410209520,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1352,47.614635567,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1355,47.922121161,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1359,48.126510474,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
1361,48.434191609,88.99.245.8,172.21.0.134,TLSv1.2,1488,Application Data
