Stanje,Trajanje_u_min
0,69
1,21
2,0
1,10
0,29
2,1
1,34
2,2
1,5
2,4
0,12
2,4
0,106
2,6
1,7
2,23
0,7
2,7
1,38
2,18
0,16
2,6
1,4
2,3
1,7
2,7
1,2
2,4
1,0
0,60
2,21
1,42
2,9
1,54
2,6
0,29
1,4
2,4
1,4
2,38
0,9
2,40
0,7
2,2
1,7
2,4
1,31
2,21
0,32
2,9
1,42
2,40
0,1
2,2
1,23
2,0
1,30
0,9
2,0
1,25
2,8
1,17
2,8
1,18
2,22
0,18
2,12
0,21
1,0
2,19
1,14
2,5
1,18
2,0
1,3
2,7
1,28
2,7
0,28
1,58
2,1
1,9
2,21
1,7
2,13
1,8
2,8
0,105
1,3
2,21
1,15
2,31
1,45
2,0
1,63
2,15
1,34
2,50
1,3
2,17
