"No.","Time","Source","Destination","Protocol","Length","Info"
"6105","33.560105280","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6129471 Ack=4332 Win=24576 Len=1368 TSval=81958113 TSecr=1864158372 [TCP segment of a reassembled PDU]"
"6107","33.560435382","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6130839 Ack=4332 Win=24576 Len=1368 TSval=81958117 TSecr=1864158394 [TCP segment of a reassembled PDU]"
"6108","33.560682137","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6132207 Ack=4332 Win=24576 Len=1368 TSval=81958117 TSecr=1864158394 [TCP segment of a reassembled PDU]"
"6110","33.564362860","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6133575 Ack=4332 Win=24576 Len=1368 TSval=81958121 TSecr=1864158396 [TCP segment of a reassembled PDU]"
"6111","33.566260178","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6134943 Ack=4332 Win=24576 Len=1368 TSval=81958121 TSecr=1864158396 [TCP segment of a reassembled PDU]"
"6113","33.570068271","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6136311 Ack=4332 Win=24576 Len=1368 TSval=81958126 TSecr=1864158400 [TCP segment of a reassembled PDU]"
"6114","33.590156120","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"6116","33.590604134","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6139047 Ack=4332 Win=24576 Len=2736 TSval=81958130 TSecr=1864158404 [TCP segment of a reassembled PDU]"
"6118","33.590604510","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6141783 Ack=4332 Win=24576 Len=2736 TSval=81958135 TSecr=1864158404 [TCP segment of a reassembled PDU]"
"6120","33.590604670","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6144519 Ack=4332 Win=24576 Len=2736 TSval=81958139 TSecr=1864158404 [TCP segment of a reassembled PDU]"
"6122","33.591302324","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6147255 Ack=4332 Win=24576 Len=2736 TSval=81958143 TSecr=1864158404 [TCP segment of a reassembled PDU]"
"6124","33.591572466","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6149991 Ack=4332 Win=24576 Len=1368 TSval=81958148 TSecr=1864158424 [TCP segment of a reassembled PDU]"
"6125","33.592352131","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6151359 Ack=4332 Win=24576 Len=1368 TSval=81958148 TSecr=1864158424 [TCP segment of a reassembled PDU]"
"6127","33.595035933","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6152727 Ack=4332 Win=24576 Len=1368 TSval=81958152 TSecr=1864158426 [TCP segment of a reassembled PDU]"
"6128","33.595356583","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"6130","33.601307349","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6155463 Ack=4332 Win=24576 Len=1368 TSval=81958157 TSecr=1864158431 [TCP segment of a reassembled PDU]"
"6131","33.621019179","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6156831 Ack=4332 Win=24576 Len=1368 TSval=81958157 TSecr=1864158431 [TCP segment of a reassembled PDU]"
"6133","33.621384685","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6158199 Ack=4332 Win=24576 Len=2736 TSval=81958161 TSecr=1864158431 [TCP segment of a reassembled PDU]"
"6135","33.621385034","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6160935 Ack=4332 Win=24576 Len=2736 TSval=81958165 TSecr=1864158431 [TCP segment of a reassembled PDU]"
"6137","33.621385143","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6163671 Ack=4332 Win=24576 Len=2736 TSval=81958170 TSecr=1864158431 [TCP segment of a reassembled PDU]"
"6139","33.622258894","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6166407 Ack=4332 Win=24576 Len=2736 TSval=81958174 TSecr=1864158431 [TCP segment of a reassembled PDU]"
"6141","33.622525054","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6169143 Ack=4332 Win=24576 Len=1368 TSval=81958179 TSecr=1864158455 [TCP segment of a reassembled PDU]"
"6142","33.623129235","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"6144","33.625828388","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6171879 Ack=4332 Win=24576 Len=1368 TSval=81958183 TSecr=1864158457 [TCP segment of a reassembled PDU]"
"6145","33.626720491","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6173247 Ack=4332 Win=24576 Len=1368 TSval=81958183 TSecr=1864158457 [TCP segment of a reassembled PDU]"
"6147","33.630684800","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6174615 Ack=4332 Win=24576 Len=1368 TSval=81958187 TSecr=1864158460 [TCP segment of a reassembled PDU]"
"6148","33.652743980","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6175983 Ack=4332 Win=24576 Len=1368 TSval=81958187 TSecr=1864158460 [TCP segment of a reassembled PDU]"
"6150","33.653248672","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6177351 Ack=4332 Win=24576 Len=2736 TSval=81958192 TSecr=1864158460 [TCP segment of a reassembled PDU]"
"6152","33.653248982","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6180087 Ack=4332 Win=24576 Len=2736 TSval=81958196 TSecr=1864158460 [TCP segment of a reassembled PDU]"
"6154","33.653249158","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6182823 Ack=4332 Win=24576 Len=2736 TSval=81958200 TSecr=1864158460 [TCP segment of a reassembled PDU]"
"6156","33.653249361","104.26.10.104","172.21.0.134","TLSv1.3","2802","Application Data"
"6158","33.654247642","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6188295 Ack=4332 Win=24576 Len=1368 TSval=81958209 TSecr=1864158486 [TCP segment of a reassembled PDU]"
"6159","33.654570761","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6189663 Ack=4332 Win=24576 Len=1368 TSval=81958209 TSecr=1864158486 [TCP segment of a reassembled PDU]"
"6161","33.656549100","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6191031 Ack=4332 Win=24576 Len=1368 TSval=81958214 TSecr=1864158488 [TCP segment of a reassembled PDU]"
"6162","33.657947052","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6192399 Ack=4332 Win=24576 Len=1368 TSval=81958214 TSecr=1864158488 [TCP segment of a reassembled PDU]"
"6164","33.683531979","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6193767 Ack=4332 Win=24576 Len=1368 TSval=81958218 TSecr=1864158492 [TCP segment of a reassembled PDU]"
"6165","33.684105593","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6195135 Ack=4332 Win=24576 Len=1368 TSval=81958218 TSecr=1864158492 [TCP segment of a reassembled PDU]"
"6167","33.684106078","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6196503 Ack=4332 Win=24576 Len=2736 TSval=81958222 TSecr=1864158492 [TCP segment of a reassembled PDU]"
"6169","33.684106277","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6199239 Ack=4332 Win=24576 Len=2736 TSval=81958227 TSecr=1864158492 [TCP segment of a reassembled PDU]"
"6170","33.684106406","104.26.10.104","172.21.0.134","TLSv1.3","2802","Application Data, Application Data"
"6171","33.684106511","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6204711 Ack=4332 Win=24576 Len=2736 TSval=81958236 TSecr=1864158492 [TCP segment of a reassembled PDU]"
"6173","33.684340548","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6207447 Ack=4332 Win=24576 Len=1368 TSval=81958240 TSecr=1864158492 [TCP segment of a reassembled PDU]"
"6176","33.685634066","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6208815 Ack=4332 Win=24576 Len=1368 TSval=81958240 TSecr=1864158492 [TCP segment of a reassembled PDU]"
"6178","33.687332943","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6210183 Ack=4332 Win=24576 Len=1368 TSval=81958244 TSecr=1864158519 [TCP segment of a reassembled PDU]"
"6179","33.689169561","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6211551 Ack=4332 Win=24576 Len=1368 TSval=81958244 TSecr=1864158519 [TCP segment of a reassembled PDU]"
"6181","33.715067215","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6212919 Ack=4332 Win=24576 Len=1368 TSval=81958249 TSecr=1864158523 [TCP segment of a reassembled PDU]"
"6182","33.715521153","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6214287 Ack=4332 Win=24576 Len=1368 TSval=81958249 TSecr=1864158523 [TCP segment of a reassembled PDU]"
"6184","33.715521439","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=6215655 Ack=4332 Win=24576 Len=2736 TSval=81958253 TSecr=1864158523 [TCP segment of a reassembled PDU]"
"6186","33.715521606","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6218391 Ack=4332 Win=24576 Len=1368 TSval=81958258 TSecr=1864158523 [TCP segment of a reassembled PDU]"
"6187","33.715826171","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"6189","33.716520378","104.26.10.104","172.21.0.134","TLSv1.3","76","Application Data"
"6192","35.959406217","104.26.10.104","172.21.0.134","TCP","66","443  >  44548 [ACK] Seq=6221137 Ack=4553 Win=24576 Len=0 TSval=81960515 TSecr=1864160799"
"6193","36.000971581","104.26.10.104","172.21.0.134","TLSv1.3","399","Application Data"
"6195","36.001985332","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6221470 Ack=4553 Win=24576 Len=1368 TSval=81960557 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6197","36.002286155","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6222838 Ack=4553 Win=24576 Len=1368 TSval=81960557 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6199","36.004739090","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6224206 Ack=4553 Win=24576 Len=1368 TSval=81960562 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6201","36.005633221","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6225574 Ack=4553 Win=24576 Len=1368 TSval=81960562 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6203","36.009397775","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6226942 Ack=4553 Win=24576 Len=1368 TSval=81960566 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6205","36.009721849","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6228310 Ack=4553 Win=24576 Len=1368 TSval=81960566 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6207","36.013591589","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6229678 Ack=4553 Win=24576 Len=1368 TSval=81960571 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6209","36.015350345","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6231046 Ack=4553 Win=24576 Len=1368 TSval=81960571 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6211","36.018022029","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6232414 Ack=4553 Win=24576 Len=1368 TSval=81960575 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6213","36.019616881","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6233782 Ack=4553 Win=24576 Len=1368 TSval=81960575 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6215","36.022381185","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6235150 Ack=4553 Win=24576 Len=1368 TSval=81960579 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6217","36.023278063","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"6219","36.026764499","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6237886 Ack=4553 Win=24576 Len=1368 TSval=81960584 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6221","36.027069875","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6239254 Ack=4553 Win=24576 Len=1368 TSval=81960584 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6223","36.031100420","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6240622 Ack=4553 Win=24576 Len=1368 TSval=81960588 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6225","36.033085909","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6241990 Ack=4553 Win=24576 Len=1368 TSval=81960588 TSecr=1864160799 [TCP segment of a reassembled PDU]"
"6227","36.035543840","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6243358 Ack=4553 Win=24576 Len=1368 TSval=81960593 TSecr=1864160870 [TCP segment of a reassembled PDU]"
"6228","36.036838962","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6244726 Ack=4553 Win=24576 Len=1368 TSval=81960593 TSecr=1864160870 [TCP segment of a reassembled PDU]"
"6230","36.039919564","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6246094 Ack=4553 Win=24576 Len=1368 TSval=81960597 TSecr=1864160871 [TCP segment of a reassembled PDU]"
"6231","36.040813961","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6247462 Ack=4553 Win=24576 Len=1368 TSval=81960597 TSecr=1864160871 [TCP segment of a reassembled PDU]"
"6233","36.044270586","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6248830 Ack=4553 Win=24576 Len=1368 TSval=81960601 TSecr=1864160878 [TCP segment of a reassembled PDU]"
"6234","36.044553842","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6250198 Ack=4553 Win=24576 Len=1368 TSval=81960601 TSecr=1864160878 [TCP segment of a reassembled PDU]"
"6236","36.048696286","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6251566 Ack=4553 Win=24576 Len=1368 TSval=81960606 TSecr=1864160883 [TCP segment of a reassembled PDU]"
"6237","36.050544739","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"6239","36.053184197","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6254302 Ack=4553 Win=24576 Len=1368 TSval=81960610 TSecr=1864160887 [TCP segment of a reassembled PDU]"
"6240","36.054490061","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6255670 Ack=4553 Win=24576 Len=1368 TSval=81960610 TSecr=1864160887 [TCP segment of a reassembled PDU]"
"6242","36.058430649","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6257038 Ack=4553 Win=24576 Len=1368 TSval=81960615 TSecr=1864160888 [TCP segment of a reassembled PDU]"
"6243","36.060637781","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6258406 Ack=4553 Win=24576 Len=1368 TSval=81960615 TSecr=1864160888 [TCP segment of a reassembled PDU]"
"6245","36.061804223","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6259774 Ack=4553 Win=24576 Len=1368 TSval=81960619 TSecr=1864160892 [TCP segment of a reassembled PDU]"
"6246","36.062317482","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6261142 Ack=4553 Win=24576 Len=1368 TSval=81960619 TSecr=1864160892 [TCP segment of a reassembled PDU]"
"6248","36.066163180","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6262510 Ack=4553 Win=24576 Len=1368 TSval=81960623 TSecr=1864160898 [TCP segment of a reassembled PDU]"
"6249","36.068160299","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6263878 Ack=4553 Win=24576 Len=1368 TSval=81960623 TSecr=1864160898 [TCP segment of a reassembled PDU]"
"6251","36.070576273","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6265246 Ack=4553 Win=24576 Len=1368 TSval=81960628 TSecr=1864160902 [TCP segment of a reassembled PDU]"
"6252","36.071995556","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6266614 Ack=4553 Win=24576 Len=1368 TSval=81960628 TSecr=1864160902 [TCP segment of a reassembled PDU]"
"6254","36.075175968","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6267982 Ack=4553 Win=24576 Len=1368 TSval=81960632 TSecr=1864160906 [TCP segment of a reassembled PDU]"
"6255","36.075971579","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"6257","36.079416925","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6270718 Ack=4553 Win=24576 Len=1368 TSval=81960636 TSecr=1864160909 [TCP segment of a reassembled PDU]"
"6258","36.079916434","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6272086 Ack=4553 Win=24576 Len=1368 TSval=81960636 TSecr=1864160909 [TCP segment of a reassembled PDU]"
"6260","36.083901234","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6273454 Ack=4553 Win=24576 Len=1368 TSval=81960641 TSecr=1864160915 [TCP segment of a reassembled PDU]"
"6261","36.085783150","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6274822 Ack=4553 Win=24576 Len=1368 TSval=81960641 TSecr=1864160915 [TCP segment of a reassembled PDU]"
"6263","36.089585578","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6276190 Ack=4553 Win=24576 Len=1368 TSval=81960645 TSecr=1864160919 [TCP segment of a reassembled PDU]"
"6264","36.091569683","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6277558 Ack=4553 Win=24576 Len=1368 TSval=81960645 TSecr=1864160919 [TCP segment of a reassembled PDU]"
"6266","36.092559795","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6278926 Ack=4553 Win=24576 Len=1368 TSval=81960650 TSecr=1864160926 [TCP segment of a reassembled PDU]"
"6267","36.093622752","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6280294 Ack=4553 Win=24576 Len=1368 TSval=81960650 TSecr=1864160926 [TCP segment of a reassembled PDU]"
"6269","36.097823111","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6281662 Ack=4553 Win=24576 Len=1368 TSval=81960654 TSecr=1864160927 [TCP segment of a reassembled PDU]"
"6270","36.098185671","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6283030 Ack=4553 Win=24576 Len=1368 TSval=81960654 TSecr=1864160927 [TCP segment of a reassembled PDU]"
"6272","36.101534917","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6284398 Ack=4553 Win=24576 Len=1368 TSval=81960658 TSecr=1864160933 [TCP segment of a reassembled PDU]"
"6273","36.103282481","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"6275","36.105771480","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6287134 Ack=4553 Win=24576 Len=1368 TSval=81960663 TSecr=1864160937 [TCP segment of a reassembled PDU]"
"6276","36.107190124","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6288502 Ack=4553 Win=24576 Len=1368 TSval=81960663 TSecr=1864160937 [TCP segment of a reassembled PDU]"
"6278","36.110478624","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6289870 Ack=4553 Win=24576 Len=1368 TSval=81960667 TSecr=1864160941 [TCP segment of a reassembled PDU]"
"6279","36.111150218","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6291238 Ack=4553 Win=24576 Len=1368 TSval=81960667 TSecr=1864160941 [TCP segment of a reassembled PDU]"
"6281","36.114595646","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6292606 Ack=4553 Win=24576 Len=1368 TSval=81960672 TSecr=1864160945 [TCP segment of a reassembled PDU]"
"6282","36.114922866","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6293974 Ack=4553 Win=24576 Len=1368 TSval=81960672 TSecr=1864160945 [TCP segment of a reassembled PDU]"
"6284","36.120901313","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6295342 Ack=4553 Win=24576 Len=1368 TSval=81960676 TSecr=1864160951 [TCP segment of a reassembled PDU]"
"6285","36.122916337","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6296710 Ack=4553 Win=24576 Len=1368 TSval=81960676 TSecr=1864160951 [TCP segment of a reassembled PDU]"
"6287","36.123636292","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6298078 Ack=4553 Win=24576 Len=1368 TSval=81960680 TSecr=1864160956 [TCP segment of a reassembled PDU]"
"6288","36.124836780","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6299446 Ack=4553 Win=24576 Len=1368 TSval=81960680 TSecr=1864160956 [TCP segment of a reassembled PDU]"
"6290","36.127772537","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6300814 Ack=4553 Win=24576 Len=1368 TSval=81960685 TSecr=1864160958 [TCP segment of a reassembled PDU]"
"6291","36.128731633","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"6293","36.132115936","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6303550 Ack=4553 Win=24576 Len=1368 TSval=81960689 TSecr=1864160963 [TCP segment of a reassembled PDU]"
"6294","36.132608974","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6304918 Ack=4553 Win=24576 Len=1368 TSval=81960689 TSecr=1864160963 [TCP segment of a reassembled PDU]"
"6296","36.136503768","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6306286 Ack=4553 Win=24576 Len=1368 TSval=81960694 TSecr=1864160968 [TCP segment of a reassembled PDU]"
"6297","36.136780288","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6307654 Ack=4553 Win=24576 Len=1368 TSval=81960694 TSecr=1864160968 [TCP segment of a reassembled PDU]"
"6299","36.140949897","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6309022 Ack=4553 Win=24576 Len=1368 TSval=81960698 TSecr=1864160972 [TCP segment of a reassembled PDU]"
"6300","36.142454119","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6310390 Ack=4553 Win=24576 Len=1368 TSval=81960698 TSecr=1864160972 [TCP segment of a reassembled PDU]"
"6302","36.145340508","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6311758 Ack=4553 Win=24576 Len=1368 TSval=81960702 TSecr=1864160976 [TCP segment of a reassembled PDU]"
"6303","36.146713470","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6313126 Ack=4553 Win=24576 Len=1368 TSval=81960702 TSecr=1864160976 [TCP segment of a reassembled PDU]"
"6305","36.152136414","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6314494 Ack=4553 Win=24576 Len=1368 TSval=81960707 TSecr=1864160980 [TCP segment of a reassembled PDU]"
"6306","36.154388954","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6315862 Ack=4553 Win=24576 Len=1368 TSval=81960707 TSecr=1864160980 [TCP segment of a reassembled PDU]"
"6308","36.154686186","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6317230 Ack=4553 Win=24576 Len=1368 TSval=81960711 TSecr=1864160988 [TCP segment of a reassembled PDU]"
"6309","36.155153308","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"6311","36.158509937","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6319966 Ack=4553 Win=24576 Len=1368 TSval=81960716 TSecr=1864160990 [TCP segment of a reassembled PDU]"
"6312","36.160207893","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6321334 Ack=4553 Win=24576 Len=1368 TSval=81960716 TSecr=1864160990 [TCP segment of a reassembled PDU]"
"6314","36.162821464","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6322702 Ack=4553 Win=24576 Len=1368 TSval=81960720 TSecr=1864160994 [TCP segment of a reassembled PDU]"
"6315","36.163812232","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6324070 Ack=4553 Win=24576 Len=1368 TSval=81960720 TSecr=1864160994 [TCP segment of a reassembled PDU]"
"6317","36.167185713","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6325438 Ack=4553 Win=24576 Len=1368 TSval=81960724 TSecr=1864161002 [TCP segment of a reassembled PDU]"
"6318","36.167802950","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6326806 Ack=4553 Win=24576 Len=1368 TSval=81960724 TSecr=1864161002 [TCP segment of a reassembled PDU]"
"6320","36.171726118","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6328174 Ack=4553 Win=24576 Len=1368 TSval=81960729 TSecr=1864161002 [TCP segment of a reassembled PDU]"
"6321","36.172060565","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6329542 Ack=4553 Win=24576 Len=1368 TSval=81960729 TSecr=1864161002 [TCP segment of a reassembled PDU]"
"6323","36.176004806","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=6330910 Ack=4553 Win=24576 Len=1368 TSval=81960733 TSecr=1864161007 [TCP segment of a reassembled PDU]"
"6324","36.177516354","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=6332278 Ack=4553 Win=24576 Len=1368 TSval=81960733 TSecr=1864161007 [TCP segment of a reassembled PDU]"
