"No.","Time","Source","Destination","Protocol","Length","Info"
"3792","18.839726335","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=3714931 Ack=3190 Win=24576 Len=1368 TSval=81943368 TSecr=1864143643"
"3793","18.840203301","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3716299 Ack=3190 Win=24576 Len=1368 TSval=81943368 TSecr=1864143643"
"3794","18.840203566","104.26.10.104","172.21.0.134","TCP","2802","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3736819 Ack=3190 Win=24576 Len=2736 TSval=81943372 TSecr=1864143646"
"3795","18.840203658","104.26.10.104","172.21.0.134","TCP","2802","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3739555 Ack=3190 Win=24576 Len=2736 TSval=81943377 TSecr=1864143646"
"3796","18.840411843","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=3654739 Ack=3190 Win=24576 Len=1368 TSval=81943381 TSecr=1864143646"
"3798","18.841463823","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3656107 Ack=3190 Win=24576 Len=1368 TSval=81943381 TSecr=1864143646"
"3800","18.862911254","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=3706723 Ack=3190 Win=24576 Len=1368 TSval=81943419 TSecr=1864143705"
"3802","18.863261952","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3708091 Ack=3190 Win=24576 Len=1368 TSval=81943419 TSecr=1864143705"
"3804","18.863972324","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=3709459 Ack=3190 Win=24576 Len=1368 TSval=81943421 TSecr=1864143705"
"3806","18.864876929","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3710827 Ack=3190 Win=24576 Len=1368 TSval=81943421 TSecr=1864143705"
"3808","18.867100641","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=3712195 Ack=3190 Win=24576 Len=1368 TSval=81943424 TSecr=1864143705"
"3810","18.868791896","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3713563 Ack=3190 Win=24576 Len=1368 TSval=81943424 TSecr=1864143705"
"3812","18.870722513","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"3813","18.872637189","104.26.10.104","172.21.0.134","TLSv1.3","910","Continuation Data"
"3816","20.986106693","104.26.10.104","172.21.0.134","TCP","66","443  >  44548 [ACK] Seq=3758183 Ack=3411 Win=24576 Len=0 TSval=81945541 TSecr=1864145826"
"3817","20.996094707","104.26.10.104","172.21.0.134","TLSv1.3","532","Application Data"
"3819","20.997012712","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3758649 Ack=3411 Win=24576 Len=1368 TSval=81945552 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3821","20.998134228","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3760017 Ack=3411 Win=24576 Len=1368 TSval=81945552 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3823","20.999499385","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3761385 Ack=3411 Win=24576 Len=1368 TSval=81945557 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3825","20.999825847","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3762753 Ack=3411 Win=24576 Len=1368 TSval=81945557 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3827","21.003628899","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3764121 Ack=3411 Win=24576 Len=1368 TSval=81945561 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3829","21.005581136","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3765489 Ack=3411 Win=24576 Len=1368 TSval=81945561 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3831","21.007862222","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3766857 Ack=3411 Win=24576 Len=1368 TSval=81945565 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3833","21.009786144","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3768225 Ack=3411 Win=24576 Len=1368 TSval=81945565 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3835","21.012045913","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3769593 Ack=3411 Win=24576 Len=1368 TSval=81945569 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3837","21.013425065","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3770961 Ack=3411 Win=24576 Len=1368 TSval=81945569 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3839","21.016171676","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3772329 Ack=3411 Win=24576 Len=1368 TSval=81945573 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3841","21.017382924","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"3843","21.020255955","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3775065 Ack=3411 Win=24576 Len=1368 TSval=81945577 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3845","21.021160678","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3776433 Ack=3411 Win=24576 Len=1368 TSval=81945577 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3847","21.024517898","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3777801 Ack=3411 Win=24576 Len=1368 TSval=81945582 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3849","21.025257223","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3779169 Ack=3411 Win=24576 Len=1368 TSval=81945582 TSecr=1864145826 [TCP segment of a reassembled PDU]"
"3851","21.028731931","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3780537 Ack=3411 Win=24576 Len=1368 TSval=81945586 TSecr=1864145863 [TCP segment of a reassembled PDU]"
"3852","21.029050188","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3781905 Ack=3411 Win=24576 Len=1368 TSval=81945586 TSecr=1864145863 [TCP segment of a reassembled PDU]"
"3854","21.032975002","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3783273 Ack=3411 Win=24576 Len=1368 TSval=81945590 TSecr=1864145865 [TCP segment of a reassembled PDU]"
"3855","21.034966569","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3784641 Ack=3411 Win=24576 Len=1368 TSval=81945590 TSecr=1864145865 [TCP segment of a reassembled PDU]"
"3857","21.037154311","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3786009 Ack=3411 Win=24576 Len=1368 TSval=81945594 TSecr=1864145870 [TCP segment of a reassembled PDU]"
"3858","21.038772050","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3787377 Ack=3411 Win=24576 Len=1368 TSval=81945594 TSecr=1864145870 [TCP segment of a reassembled PDU]"
"3860","21.041431609","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3788745 Ack=3411 Win=24576 Len=1368 TSval=81945598 TSecr=1864145875 [TCP segment of a reassembled PDU]"
"3861","21.042906803","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"3863","21.045492803","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3791481 Ack=3411 Win=24576 Len=1368 TSval=81945603 TSecr=1864145878 [TCP segment of a reassembled PDU]"
"3864","21.046499033","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3792849 Ack=3411 Win=24576 Len=1368 TSval=81945603 TSecr=1864145878 [TCP segment of a reassembled PDU]"
"3866","21.049755907","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3794217 Ack=3411 Win=24576 Len=1368 TSval=81945607 TSecr=1864145882 [TCP segment of a reassembled PDU]"
"3867","21.050539662","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3795585 Ack=3411 Win=24576 Len=1368 TSval=81945607 TSecr=1864145882 [TCP segment of a reassembled PDU]"
"3869","21.053820622","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3796953 Ack=3411 Win=24576 Len=1368 TSval=81945611 TSecr=1864145886 [TCP segment of a reassembled PDU]"
"3870","21.054392596","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3798321 Ack=3411 Win=24576 Len=1368 TSval=81945611 TSecr=1864145886 [TCP segment of a reassembled PDU]"
"3872","21.058294156","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3799689 Ack=3411 Win=24576 Len=1368 TSval=81945615 TSecr=1864145890 [TCP segment of a reassembled PDU]"
"3873","21.060716405","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3801057 Ack=3411 Win=24576 Len=1368 TSval=81945615 TSecr=1864145890 [TCP segment of a reassembled PDU]"
"3875","21.062262871","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3802425 Ack=3411 Win=24576 Len=1368 TSval=81945619 TSecr=1864145894 [TCP segment of a reassembled PDU]"
"3876","21.062706462","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3803793 Ack=3411 Win=24576 Len=1368 TSval=81945619 TSecr=1864145894 [TCP segment of a reassembled PDU]"
"3878","21.066356243","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3805161 Ack=3411 Win=24576 Len=1368 TSval=81945623 TSecr=1864145900 [TCP segment of a reassembled PDU]"
"3879","21.068028865","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"3881","21.070539687","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3807897 Ack=3411 Win=24576 Len=1368 TSval=81945628 TSecr=1864145904 [TCP segment of a reassembled PDU]"
"3882","21.071965134","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3809265 Ack=3411 Win=24576 Len=1368 TSval=81945628 TSecr=1864145904 [TCP segment of a reassembled PDU]"
"3884","21.074701373","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3810633 Ack=3411 Win=24576 Len=1368 TSval=81945632 TSecr=1864145908 [TCP segment of a reassembled PDU]"
"3885","21.075809847","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3812001 Ack=3411 Win=24576 Len=1368 TSval=81945632 TSecr=1864145908 [TCP segment of a reassembled PDU]"
"3887","21.078903450","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3813369 Ack=3411 Win=24576 Len=1368 TSval=81945636 TSecr=1864145911 [TCP segment of a reassembled PDU]"
"3888","21.079863522","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3814737 Ack=3411 Win=24576 Len=1368 TSval=81945636 TSecr=1864145911 [TCP segment of a reassembled PDU]"
"3890","21.083885941","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3816105 Ack=3411 Win=24576 Len=1368 TSval=81945640 TSecr=1864145915 [TCP segment of a reassembled PDU]"
"3891","21.089712564","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3817473 Ack=3411 Win=24576 Len=1368 TSval=81945640 TSecr=1864145915 [TCP segment of a reassembled PDU]"
"3893","21.089980850","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3818841 Ack=3411 Win=24576 Len=1368 TSval=81945644 TSecr=1864145919 [TCP segment of a reassembled PDU]"
"3894","21.091614862","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3820209 Ack=3411 Win=24576 Len=1368 TSval=81945644 TSecr=1864145919 [TCP segment of a reassembled PDU]"
"3896","21.091790788","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3821577 Ack=3411 Win=24576 Len=1368 TSval=81945649 TSecr=1864145926 [TCP segment of a reassembled PDU]"
"3897","21.092508175","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"3899","21.095785182","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3824313 Ack=3411 Win=24576 Len=1368 TSval=81945653 TSecr=1864145928 [TCP segment of a reassembled PDU]"
"3900","21.097728928","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3825681 Ack=3411 Win=24576 Len=1368 TSval=81945653 TSecr=1864145928 [TCP segment of a reassembled PDU]"
"3902","21.099921768","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3827049 Ack=3411 Win=24576 Len=1368 TSval=81945657 TSecr=1864145933 [TCP segment of a reassembled PDU]"
"3903","21.101295213","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3828417 Ack=3411 Win=24576 Len=1368 TSval=81945657 TSecr=1864145933 [TCP segment of a reassembled PDU]"
"3905","21.103100561","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3829785 Ack=3411 Win=24576 Len=1368 TSval=81945660 TSecr=1864145937 [TCP segment of a reassembled PDU]"
"3906","21.103409061","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3831153 Ack=3411 Win=24576 Len=1368 TSval=81945660 TSecr=1864145937 [TCP segment of a reassembled PDU]"
"3908","21.106439317","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3832521 Ack=3411 Win=24576 Len=1368 TSval=81945664 TSecr=1864145941 [TCP segment of a reassembled PDU]"
"3909","21.107150581","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3833889 Ack=3411 Win=24576 Len=1368 TSval=81945664 TSecr=1864145941 [TCP segment of a reassembled PDU]"
"3911","21.111478091","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3835257 Ack=3411 Win=24576 Len=1368 TSval=81945667 TSecr=1864145945 [TCP segment of a reassembled PDU]"
"3912","21.121054558","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3836625 Ack=3411 Win=24576 Len=1368 TSval=81945667 TSecr=1864145945 [TCP segment of a reassembled PDU]"
"3914","21.121342013","104.26.10.104","172.21.0.134","TLSv1.3","2802","Application Data"
"3916","21.121342301","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3840729 Ack=3411 Win=24576 Len=2736 TSval=81945674 TSecr=1864145945 [TCP segment of a reassembled PDU]"
"3918","21.122242653","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3843465 Ack=3411 Win=24576 Len=1368 TSval=81945677 TSecr=1864145955 [TCP segment of a reassembled PDU]"
"3919","21.122785608","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3844833 Ack=3411 Win=24576 Len=1368 TSval=81945677 TSecr=1864145955 [TCP segment of a reassembled PDU]"
"3921","21.123096597","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3846201 Ack=3411 Win=24576 Len=1368 TSval=81945680 TSecr=1864145957 [TCP segment of a reassembled PDU]"
"3922","21.124640179","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3847569 Ack=3411 Win=24576 Len=1368 TSval=81945680 TSecr=1864145957 [TCP segment of a reassembled PDU]"
"3924","21.126582676","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3848937 Ack=3411 Win=24576 Len=1368 TSval=81945684 TSecr=1864145963 [TCP segment of a reassembled PDU]"
"3925","21.126870253","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3850305 Ack=3411 Win=24576 Len=1368 TSval=81945684 TSecr=1864145963 [TCP segment of a reassembled PDU]"
"3927","21.129939300","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3851673 Ack=3411 Win=24576 Len=1368 TSval=81945687 TSecr=1864145966 [TCP segment of a reassembled PDU]"
"3928","21.130743059","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3853041 Ack=3411 Win=24576 Len=1368 TSval=81945687 TSecr=1864145966 [TCP segment of a reassembled PDU]"
"3930","21.152203377","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3854409 Ack=3411 Win=24576 Len=1368 TSval=81945690 TSecr=1864145968 [TCP segment of a reassembled PDU]"
"3931","21.152817389","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"3933","21.152817640","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3857145 Ack=3411 Win=24576 Len=2736 TSval=81945694 TSecr=1864145972 [TCP segment of a reassembled PDU]"
"3935","21.152817741","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3859881 Ack=3411 Win=24576 Len=2736 TSval=81945697 TSecr=1864145972 [TCP segment of a reassembled PDU]"
"3937","21.152817847","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3862617 Ack=3411 Win=24576 Len=2736 TSval=81945700 TSecr=1864145972 [TCP segment of a reassembled PDU]"
"3939","21.152817948","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3865353 Ack=3411 Win=24576 Len=2736 TSval=81945703 TSecr=1864145972 [TCP segment of a reassembled PDU]"
"3941","21.153106053","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3868089 Ack=3411 Win=24576 Len=1368 TSval=81945706 TSecr=1864145986 [TCP segment of a reassembled PDU]"
"3942","21.153991466","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3869457 Ack=3411 Win=24576 Len=1368 TSval=81945706 TSecr=1864145986 [TCP segment of a reassembled PDU]"
"3944","21.154691698","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3870825 Ack=3411 Win=24576 Len=1368 TSval=81945712 TSecr=1864145988 [TCP segment of a reassembled PDU]"
"3945","21.155948976","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"3947","21.184880302","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3873561 Ack=3411 Win=24576 Len=1368 TSval=81945716 TSecr=1864145992 [TCP segment of a reassembled PDU]"
"3948","21.185613347","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3874929 Ack=3411 Win=24576 Len=1368 TSval=81945716 TSecr=1864145992 [TCP segment of a reassembled PDU]"
"3950","21.185613684","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3876297 Ack=3411 Win=24576 Len=2736 TSval=81945719 TSecr=1864145996 [TCP segment of a reassembled PDU]"
"3952","21.185613776","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3879033 Ack=3411 Win=24576 Len=2736 TSval=81945722 TSecr=1864145996 [TCP segment of a reassembled PDU]"
"3953","21.185613874","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3881769 Ack=3411 Win=24576 Len=2736 TSval=81945726 TSecr=1864145996 [TCP segment of a reassembled PDU]"
"3954","21.185613968","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3884505 Ack=3411 Win=24576 Len=2736 TSval=81945729 TSecr=1864145996 [TCP segment of a reassembled PDU]"
"3955","21.185788577","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3887241 Ack=3411 Win=24576 Len=1368 TSval=81945733 TSecr=1864145996 [TCP segment of a reassembled PDU]"
"3957","21.185809019","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data, Application Data"
"3961","21.186419826","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3889977 Ack=3411 Win=24576 Len=1368 TSval=81945736 TSecr=1864145996 [TCP segment of a reassembled PDU]"
"3962","21.187109305","104.26.10.104","172.21.0.134","TCP","1434","[TCP Previous segment not captured] 443  >  44548 [ACK] Seq=3895449 Ack=3411 Win=24576 Len=1368 TSval=81945743 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3964","21.214981957","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3896817 Ack=3411 Win=24576 Len=1368 TSval=81945743 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3966","21.215320414","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3898185 Ack=3411 Win=24576 Len=2736 TSval=81945746 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3968","21.215320553","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3900921 Ack=3411 Win=24576 Len=2736 TSval=81945749 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3969","21.215320640","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3903657 Ack=3411 Win=24576 Len=2736 TSval=81945753 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3970","21.215320731","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3906393 Ack=3411 Win=24576 Len=2736 TSval=81945756 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3971","21.215407519","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3909129 Ack=3411 Win=24576 Len=2736 TSval=81945759 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3972","21.216179285","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3911865 Ack=3411 Win=24576 Len=1368 TSval=81945763 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3974","21.216601083","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3913233 Ack=3411 Win=24576 Len=1368 TSval=81945763 TSecr=1864146021 [TCP segment of a reassembled PDU]"
"3976","21.246327930","104.26.10.104","172.21.0.134","TCP","1434","[TCP Previous segment not captured] 443  >  44548 [ACK] Seq=3920073 Ack=3411 Win=24576 Len=1368 TSval=81945773 TSecr=1864146052 [TCP segment of a reassembled PDU]"
"3977","21.246900155","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3921441 Ack=3411 Win=24576 Len=1368 TSval=81945773 TSecr=1864146052 [TCP segment of a reassembled PDU], Application Data"
"3978","21.246900449","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3922809 Ack=3411 Win=24576 Len=2736 TSval=81945776 TSecr=1864146052 [TCP segment of a reassembled PDU]"
"3979","21.246900538","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3925545 Ack=3411 Win=24576 Len=2736 TSval=81945779 TSecr=1864146052 [TCP segment of a reassembled PDU]"
"3980","21.246900629","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3928281 Ack=3411 Win=24576 Len=2736 TSval=81945783 TSecr=1864146052 [TCP segment of a reassembled PDU]"
"3981","21.246900722","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [ACK] Seq=3891345 Ack=3411 Win=24576 Len=1368 TSval=81945786 TSecr=1864146052 [TCP segment of a reassembled PDU]"
"3983","21.247031025","104.26.10.104","172.21.0.134","TCP","2802","[TCP Out-Of-Order] 443  >  44548 [PSH, ACK] Seq=3892713 Ack=3411 Win=24576 Len=2736 TSval=81945788 TSecr=1864146052"
"3985","21.247217250","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3931017 Ack=3411 Win=24576 Len=1368 TSval=81945791 TSecr=1864146052 [TCP segment of a reassembled PDU]"
"3987","21.247472630","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=3932385 Ack=3411 Win=24576 Len=1368 TSval=81945791 TSecr=1864146052 [TCP segment of a reassembled PDU]"
"3989","21.248476133","104.26.10.104","172.21.0.134","TLSv1.3","1434","[TCP Previous segment not captured] , Continuation Data"
"3991","21.277261545","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"3992","21.278234217","104.26.10.104","172.21.0.134","TLSv1.3","2802","Continuation Data"
"3993","21.278234563","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3947433 Ack=3411 Win=24576 Len=2736 TSval=81945811 TSecr=1864146081 [TCP segment of a reassembled PDU]"
"3994","21.278234655","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3950169 Ack=3411 Win=24576 Len=2736 TSval=81945814 TSecr=1864146081 [TCP segment of a reassembled PDU]"
"3995","21.278234748","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=3952905 Ack=3411 Win=24576 Len=2736 TSval=81945818 TSecr=1864146081 [TCP segment of a reassembled PDU]"
"3996","21.278314626","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=3955641 Ack=3411 Win=24576 Len=1368 TSval=81945821 TSecr=1864146081 [TCP segment of a reassembled PDU]"
"3997","21.278314780","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [ACK] Seq=3914601 Ack=3411 Win=24576 Len=1368 TSval=81945826 TSecr=1864146112 [TCP segment of a reassembled PDU]"
"3999","21.278530611","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [PSH, ACK] Seq=3915969 Ack=3411 Win=24576 Len=1368 TSval=81945826 TSecr=1864146112 [TCP segment of a reassembled PDU]"
"4001","21.280519879","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [ACK] Seq=3917337 Ack=3411 Win=24576 Len=1368 TSval=81945828 TSecr=1864146112 [TCP segment of a reassembled PDU]"
"4003","21.308779410","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=3933753 Ack=3411 Win=24576 Len=1368 TSval=81945835 TSecr=1864146113"
"4005","21.309391958","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3935121 Ack=3411 Win=24576 Len=1368 TSval=81945835 TSecr=1864146113"
"4007","21.309392214","104.26.10.104","172.21.0.134","TCP","2802","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=3936489 Ack=3411 Win=24576 Len=2736 TSval=81945838 TSecr=1864146113"
"4008","21.309392305","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=3939225 Ack=3411 Win=24576 Len=1368 TSval=81945841 TSecr=1864146113"
