"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"2","0.000000667","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"3","0.000000773","88.99.245.8","172.21.0.134","TCP","120","[TCP Retransmission] 443  >  52454 [PSH, ACK] Seq=2791 Ack=1 Win=501 Len=54 TSval=1403223237 TSecr=4004727723"
"7","0.203656293","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"9","0.407328359","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"11","0.720759472","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"13","1.022427043","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"14","1.022427711","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"17","1.077428170","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=9955 Ack=1 Win=501 Len=1368 TSval=1403224297 TSecr=4004728958 [TCP segment of a reassembled PDU]"
"19","1.077781628","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"21","1.329316652","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"23","1.636241686","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"25","1.841162502","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"27","2.046096629","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"29","2.353089874","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"31","2.558282232","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"33","2.865620959","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"35","3.070990200","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"37","3.381540054","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"39","3.584430497","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"41","3.786557532","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"43","4.095350101","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"45","4.299636721","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"47","4.506344667","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"49","4.810605611","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"51","5.118246448","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"53","5.323631296","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"55","5.527942554","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"57","5.732535360","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"59","5.940483209","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"61","6.458469783","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"62","6.458470104","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"65","6.465079640","88.99.245.8","172.21.0.134","TCP","120","[TCP Spurious Retransmission] 443  >  52454 [PSH, ACK] Seq=42607 Ack=1 Win=501 Len=54 TSval=1403229757 TSecr=4004734178"
"67","6.653905140","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"69","6.961157981","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"71","7.165867931","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"73","7.473205584","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"74","7.473206061","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"77","7.678046983","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"79","7.985074052","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"81","8.091086141","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=52615 Ack=1 Win=501 Len=1368 TSval=1403231330 TSecr=4004736222 [TCP segment of a reassembled PDU]"
"83","8.091638832","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"85","8.394698182","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"87","8.702244504","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"89","8.906970878","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"91","9.112256687","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"93","9.389874996","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"95","9.565376722","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=61147 Ack=1 Win=501 Len=1368 TSval=1403232799 TSecr=4004737627 [TCP segment of a reassembled PDU]"
"97","9.566374199","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"99","9.829770481","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"101","10.136616904","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"103","10.341932266","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"105","10.545584191","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"107","10.853471998","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"109","11.057372799","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"111","11.262040960","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"113","11.569218121","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"115","11.774091643","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"117","11.978826045","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"119","12.286038093","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"121","12.492620084","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"123","12.798109653","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"125","13.112446733","88.99.245.8","172.21.0.134","TCP","120","[TCP Previous segment not captured] 443  >  52454 [PSH, ACK] Seq=82423 Ack=1 Win=501 Len=54 TSval=1403236166 TSecr=4004741035"
"127","13.414341710","88.99.245.8","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  52454 [ACK] Seq=81055 Ack=1 Win=501 Len=1368 TSval=1403236166 TSecr=4004741035"
"128","13.414342191","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"129","13.414342295","88.99.245.8","172.21.0.134","TCP","120","[TCP Retransmission] 443  >  52454 [PSH, ACK] Seq=83845 Ack=1 Win=501 Len=54 TSval=1403236517 TSecr=4004741035"
"133","13.435702639","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=83899 Ack=1 Win=501 Len=1368 TSval=1403236665 TSecr=4004741350 [TCP segment of a reassembled PDU]"
"135","13.437436436","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"137","13.719994553","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"139","14.026894708","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"141","14.027254751","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=88165 Ack=1 Win=501 Len=1368 TSval=1403237210 TSecr=4004741957 [TCP segment of a reassembled PDU]"
"143","14.027395484","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"145","14.232666500","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"147","14.436498476","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"149","14.744348061","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"151","14.949735644","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"153","15.154109439","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"155","15.460505726","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"157","15.665842416","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"159","15.870261392","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"161","16.115149597","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=100963 Ack=1 Win=501 Len=1368 TSval=1403239347 TSecr=4004744108 [TCP segment of a reassembled PDU]"
"163","16.115316546","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"165","16.382403654","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"167","16.587410630","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"169","16.894459225","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"171","17.098837695","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"173","17.407892009","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=108073 Ack=1 Win=501 Len=1368 TSval=1403240546 TSecr=4004745336 [TCP segment of a reassembled PDU]"
"175","17.408950950","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"177","17.611411886","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"179","17.815614187","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"181","18.122753319","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"183","18.328946188","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"185","18.635477131","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"187","18.840507480","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"189","19.044911839","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"191","19.351906711","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"193","19.557416545","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"195","19.761819674","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"197","20.070243305","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"199","20.274375223","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"201","20.682826117","88.99.245.8","172.21.0.134","TLSv1.2","1488","[TCP Previous segment not captured] , Application Data"
"203","20.691510523","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=129403 Ack=1 Win=501 Len=1368 TSval=1403243917 TSecr=4004748512 [TCP segment of a reassembled PDU]"
"205","20.691664976","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"207","20.716998954","88.99.245.8","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  52454 [ACK] Seq=126559 Ack=1 Win=501 Len=1368 TSval=1403244009 TSecr=4004748929"
"209","20.718571951","88.99.245.8","172.21.0.134","TCP","120","[TCP Retransmission] 443  >  52454 [PSH, ACK] Seq=127927 Ack=1 Win=501 Len=54 TSval=1403244009 TSecr=4004748929"
"211","20.990042365","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"213","21.184085033","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=132247 Ack=1 Win=501 Len=1368 TSval=1403244432 TSecr=4004749227 [TCP segment of a reassembled PDU]"
"215","21.184224229","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"217","21.502176535","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"219","21.707919512","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"221","21.912420360","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"223","22.220271729","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"225","22.423670207","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"227","22.731067518","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"229","22.935679526","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"231","23.140500783","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"233","23.448089818","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"235","23.652664388","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"237","23.859759161","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=147889 Ack=1 Win=501 Len=1368 TSval=1403247081 TSecr=4004751890 [TCP segment of a reassembled PDU]"
"239","23.860653406","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"241","24.164501657","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"243","24.370022491","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"245","24.574114409","88.99.245.8","172.21.0.134","TCP","120","[TCP Previous segment not captured] 443  >  52454 [PSH, ACK] Seq=153523 Ack=1 Win=501 Len=54 TSval=1403247801 TSecr=4004752607 [TCP segment of a reassembled PDU]"
"246","24.574114920","88.99.245.8","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  52454 [ACK] Seq=152155 Ack=1 Win=501 Len=1368 TSval=1403247801 TSecr=4004752607"
"249","24.881985714","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=153577 Ack=1 Win=501 Len=1422 TSval=1403248037 TSecr=4004752811 [TCP segment of a reassembled PDU]"
"251","25.087115562","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=154999 Ack=1 Win=501 Len=1422 TSval=1403248292 TSecr=4004753119 [TCP segment of a reassembled PDU]"
"253","25.394231961","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=156421 Ack=1 Win=501 Len=1422 TSval=1403248553 TSecr=4004753324 [TCP segment of a reassembled PDU]"
"255","25.599070400","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=157843 Ack=1 Win=501 Len=1422 TSval=1403248796 TSecr=4004753631 [TCP segment of a reassembled PDU]"
"257","26.008915886","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=159265 Ack=1 Win=501 Len=1422 TSval=1403249140 TSecr=4004753836 [TCP segment of a reassembled PDU]"
"259","26.213457064","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=160687 Ack=1 Win=501 Len=1422 TSval=1403249350 TSecr=4004754246 [TCP segment of a reassembled PDU]"
"261","26.422531030","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=162109 Ack=1 Win=501 Len=1422 TSval=1403249618 TSecr=4004754451 [TCP segment of a reassembled PDU]"
"263","26.725400972","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=163531 Ack=1 Win=501 Len=1422 TSval=1403249863 TSecr=4004754660 [TCP segment of a reassembled PDU]"
"265","26.929709856","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=164953 Ack=1 Win=501 Len=1422 TSval=1403250090 TSecr=4004754963 [TCP segment of a reassembled PDU]"
"267","27.134550841","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=166375 Ack=1 Win=501 Len=1422 TSval=1403250319 TSecr=4004755167 [TCP segment of a reassembled PDU]"
"269","27.176198176","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=167797 Ack=1 Win=501 Len=1368 TSval=1403250362 TSecr=4004755167 [TCP segment of a reassembled PDU]"
"271","27.177680571","88.99.245.8","172.21.0.134","TCP","120","443  >  52454 [PSH, ACK] Seq=169165 Ack=1 Win=501 Len=54 TSval=1403250362 TSecr=4004755167 [TCP segment of a reassembled PDU]"
"273","27.339176156","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=169219 Ack=1 Win=501 Len=1422 TSval=1403250543 TSecr=4004755415 [TCP segment of a reassembled PDU]"
"275","27.646781864","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=170641 Ack=1 Win=501 Len=1422 TSval=1403250781 TSecr=4004755576 [TCP segment of a reassembled PDU]"
"277","27.851370684","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=172063 Ack=1 Win=501 Len=1422 TSval=1403251010 TSecr=4004755884 [TCP segment of a reassembled PDU]"
"279","28.056893781","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=173485 Ack=1 Win=501 Len=1368 TSval=1403251283 TSecr=4004756089 [TCP segment of a reassembled PDU]"
"281","28.057037760","88.99.245.8","172.21.0.134","TCP","120","443  >  52454 [PSH, ACK] Seq=174853 Ack=1 Win=501 Len=54 TSval=1403251283 TSecr=4004756089 [TCP segment of a reassembled PDU]"
"283","28.364938114","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=174907 Ack=1 Win=501 Len=1422 TSval=1403251517 TSecr=4004756294 [TCP segment of a reassembled PDU]"
"285","28.569187501","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=176329 Ack=1 Win=501 Len=1422 TSval=1403251753 TSecr=4004756602 [TCP segment of a reassembled PDU]"
"287","28.774762923","88.99.245.8","172.21.0.134","TCP","1488","443  >  52454 [PSH, ACK] Seq=177751 Ack=1 Win=501 Len=1422 TSval=1403251993 TSecr=4004756806 [TCP segment of a reassembled PDU]"
"289","29.082746439","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data, Ignored Unknown Record"
"291","29.284626772","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"293","29.490667751","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"295","29.695554368","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"297","30.003400639","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"299","30.207072546","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"301","30.412281541","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"303","30.719146288","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"305","30.881019247","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=190549 Ack=1 Win=501 Len=1368 TSval=1403254097 TSecr=4004758956 [TCP segment of a reassembled PDU]"
"307","30.881152450","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"309","31.230171851","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"311","31.436085755","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"313","31.645219243","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"315","31.947275027","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"317","32.152002420","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"319","32.356882576","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"321","32.562444106","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"323","32.869929659","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"325","33.075199125","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"327","33.278924471","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"329","33.587034716","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"331","33.616174551","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=207613 Ack=1 Win=501 Len=1368 TSval=1403256783 TSecr=4004761516 [TCP segment of a reassembled PDU]"
"333","33.616344692","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"335","33.790330643","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"337","33.995097788","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"339","34.302278542","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"341","34.507613895","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"343","34.713582003","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"345","35.019844708","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"347","35.225133753","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"349","35.531546610","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"351","35.736777904","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"353","35.941707699","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"355","36.247924338","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"357","36.453326769","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"359","36.657940692","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"361","36.964905521","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"363","37.170409315","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"365","37.375005807","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"367","37.682624189","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"369","37.989926800","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"371","38.193493312","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"373","38.398334276","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"375","38.603241469","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"377","38.911601389","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"379","39.115974854","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"381","39.323398642","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"383","39.628436624","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"385","39.832009379","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"387","40.141922342","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"388","40.141923075","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"391","40.344615854","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"393","40.548791143","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"395","40.855979105","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"397","41.061627041","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"399","41.265857662","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"401","41.573848868","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"403","41.778359353","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"405","42.092529689","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"407","42.281928710","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"409","42.450965383","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"411","42.699438686","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"413","43.007167944","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"415","43.210934137","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"417","43.519105970","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"419","43.723412501","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"421","44.031005098","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"423","44.235077705","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"425","44.440016859","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"427","44.849632671","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"429","45.055085173","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=275869 Ack=1 Win=501 Len=1368 TSval=1403268193 TSecr=4004773087 [TCP segment of a reassembled PDU]"
"431","45.055280496","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"433","45.259217341","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"435","45.435755655","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=278713 Ack=1 Win=501 Len=1368 TSval=1403268678 TSecr=4004773496 [TCP segment of a reassembled PDU]"
"437","45.435915419","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"439","45.874206831","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"441","45.918430605","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=281557 Ack=1 Win=501 Len=1368 TSval=1403269160 TSecr=4004773673 [TCP segment of a reassembled PDU]"
"443","45.918585430","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"445","46.181437682","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"447","46.488396434","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"449","46.795076997","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"450","46.795077766","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"453","46.889145920","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=288667 Ack=1 Win=501 Len=1368 TSval=1403270106 TSecr=4004774726 [TCP segment of a reassembled PDU]"
"455","46.890430712","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"457","47.205018795","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"459","47.410092037","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"461","47.614518084","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"463","47.922003678","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"465","48.126392991","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"467","48.434074126","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"469","48.638653757","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"471","48.844208601","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"473","49.150923456","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"475","49.355931649","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"477","49.561794438","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"479","49.867239511","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"481","50.073489764","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"483","50.277797217","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"485","50.585700642","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"487","50.789119821","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"489","50.993811880","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"491","51.188235674","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=314263 Ack=1 Win=501 Len=1368 TSval=1403274415 TSecr=4004779231 [TCP segment of a reassembled PDU]"
"493","51.189344375","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"495","51.506342904","88.99.245.8","172.21.0.134","TLSv1.2","120","[TCP Previous segment not captured] , Ignored Unknown Record"
"496","51.506343215","88.99.245.8","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  52454 [ACK] Seq=315685 Ack=1 Win=501 Len=1368 TSval=1403274683 TSecr=4004779427"
"499","51.710724059","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"501","52.018052077","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"503","52.147881408","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=319951 Ack=1 Win=501 Len=1368 TSval=1403275393 TSecr=4004780255 [TCP segment of a reassembled PDU]"
"505","52.148843170","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"507","52.427406826","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"509","52.632475203","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"511","52.940815538","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"513","53.145744385","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=325639 Ack=1 Win=501 Len=1368 TSval=1403276349 TSecr=4004781178 [TCP segment of a reassembled PDU]"
