"No.","Time","Source","Destination","Protocol","Length","Info"
"5756","105.335630","104.17.92.199","10.2.255.181","TLSv1.3","79","Application Data"
"5757","105.354210","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=606286 Ack=243548 Win=65536 Len=0"
"5758","105.354673","104.17.92.199","10.2.255.181","TLSv1.3","130","Application Data"
"5759","105.387596","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=606362 Ack=243630 Win=65536 Len=0"
"5760","105.395954","104.17.92.199","10.2.255.181","TLSv1.3","124","Application Data"
"5761","105.415465","104.17.92.199","10.2.255.181","TLSv1.3","343","Application Data"
"5762","105.435319","104.17.92.199","10.2.255.181","TLSv1.3","155","Application Data"
"5763","105.453780","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=606822 Ack=243794 Win=65536 Len=0"
"5764","105.475428","104.17.92.199","10.2.255.181","TLSv1.3","143","Application Data"
"5765","105.491008","104.17.92.199","10.2.255.181","TLSv1.3","118","Application Data"
"5766","105.515220","104.17.92.199","10.2.255.181","TLSv1.3","128","Application Data"
"5767","105.537907","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=607049 Ack=243999 Win=65536 Len=0"
"5768","105.553219","104.17.92.199","10.2.255.181","TLSv1.3","163","Application Data"
"5769","105.571148","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=607158 Ack=244081 Win=65536 Len=0"
"5770","105.594280","104.17.92.199","10.2.255.181","TLSv1.3","144","Application Data"
"5771","105.619049","104.17.92.199","10.2.255.181","TLSv1.3","343","Application Data"
"5772","105.633625","104.17.92.199","10.2.255.181","TLSv1.3","159","Application Data"
"5773","105.655018","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=607642 Ack=244286 Win=65536 Len=0"
"5774","105.676388","104.17.92.199","10.2.255.181","TLSv1.3","163","Application Data"
"5775","105.705353","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=607751 Ack=244409 Win=65536 Len=0"
"5776","105.713874","104.17.92.199","10.2.255.181","TLSv1.3","124","Application Data"
"5777","105.731099","104.17.92.199","10.2.255.181","TLSv1.3","118","Application Data"
"5778","105.753564","104.17.92.199","10.2.255.181","TLSv1.3","154","Application Data"
"5779","105.771921","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=607985 Ack=244573 Win=65536 Len=0"
"5780","105.802890","104.17.92.199","10.2.255.181","TLSv1.3","124","Application Data"
"5781","105.819027","104.17.92.199","10.2.255.181","TLSv1.3","343","Application Data"
"5782","105.833134","104.17.92.199","10.2.255.181","TLSv1.3","124","Application Data"
"5783","105.855051","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=608414 Ack=244778 Win=65536 Len=0"
"5784","105.875209","104.17.92.199","10.2.255.181","TLSv1.3","140","Application Data"
"5785","105.905229","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=608500 Ack=244901 Win=65536 Len=0"
"5786","105.913404","104.17.92.199","10.2.255.181","TLSv1.3","124","Application Data"
"5787","105.938709","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=608570 Ack=244983 Win=65536 Len=0"
"5788","105.951977","104.17.92.199","10.2.255.181","TLSv1.3","140","Application Data"
"5789","105.971042","104.17.92.199","10.2.255.181","TLSv1.3","118","Application Data"
"5790","105.988800","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=608720 Ack=245106 Win=65536 Len=0"
"5791","105.995752","104.17.92.199","10.2.255.181","TLSv1.3","124","Application Data"
"5792","106.021327","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=608790 Ack=245188 Win=65536 Len=0"
"5793","106.031498","104.17.92.199","10.2.255.181","TLSv1.3","343","Application Data"
"5794","106.037287","104.17.92.199","10.2.255.181","TLSv1.3","151","Application Data"
"5795","106.054389","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=609176 Ack=245270 Win=65536 Len=0"
"5796","106.075966","104.17.92.199","10.2.255.181","TLSv1.3","124","Application Data"
"5797","106.104299","104.17.92.199","10.2.255.181","TCP","60","443  >  59839 [ACK] Seq=609246 Ack=245393 Win=65536 Len=0"
